ShippingID,SaleID,ShippingMethod,ShippingCost,DeliveryDate,ShipmentStatus
1279,6638,Express,19.96,2025-08-20T00:00:00.000000000,Delayed
1280,6816,Same Day,11.6,2024-02-28T00:00:00.000000000,Delayed
1281,5057,Standard,19.28,2026-10-27T00:00:00.000000000,In Transit
1282,243,Express,21.07,2024-12-07T00:00:00.000000000,Delivered
1283,3154,Express,74.54,2025-11-06T00:00:00.000000000,In Transit
1284,34,Same Day,78.5,2024-06-05T00:00:00.000000000,Delivered
1285,6470,Standard,26.66,2025-06-12T00:00:00.000000000,Delayed
1286,1751,Express,16.66,2025-02-04T00:00:00.000000000,In Transit
1287,2723,Same Day,69.81,2025-03-25T00:00:00.000000000,Delayed
1288,5876,Express,57.31,2024-09-08T00:00:00.000000000,In Transit
1289,7666,Same Day,93.27,2026-10-01T00:00:00.000000000,In Transit
1290,1861,Same Day,58.1,2026-11-11T00:00:00.000000000,Delayed
1291,1118,Same Day,41.89,2024-03-10T00:00:00.000000000,In Transit
1292,2739,Same Day,62.69,2024-06-04T00:00:00.000000000,Delivered
1293,364,Same Day,68.27,2025-05-26T00:00:00.000000000,Delayed
1294,9436,Same Day,73.9,2026-08-19T00:00:00.000000000,In Transit
1295,4350,Same Day,71.65,2025-08-06T00:00:00.000000000,Delayed
1296,4601,Express,61.68,2024-07-17T00:00:00.000000000,Delivered
1297,5988,Same Day,34.69,2024-03-12T00:00:00.000000000,Delayed
1298,4596,Standard,56.92,2026-01-07T00:00:00.000000000,Delivered
1299,9480,Standard,82.88,2024-04-06T00:00:00.000000000,In Transit
1300,6255,Express,11.29,2024-01-24T00:00:00.000000000,In Transit
1301,6403,Express,84.17,2024-12-22T00:00:00.000000000,Delayed
1302,94,Express,68.32,2024-04-23T00:00:00.000000000,Delivered
1303,4883,Same Day,17.4,2026-10-08T00:00:00.000000000,Delayed
1304,1260,Standard,80.64,2025-03-04T00:00:00.000000000,Delivered
1305,1531,Standard,76.83,2026-07-03T00:00:00.000000000,In Transit
1306,2258,Express,83.11,2024-12-25T00:00:00.000000000,In Transit
1307,5535,Standard,42.33,2026-12-10T00:00:00.000000000,Delayed
1308,7802,Same Day,24.71,2025-01-17T00:00:00.000000000,Delivered
1309,2278,Same Day,89.27,2026-07-18T00:00:00.000000000,Delayed
1310,7874,Standard,52.15,2026-04-09T00:00:00.000000000,Delayed
1311,2529,Express,39.81,2025-03-30T00:00:00.000000000,Delayed
1312,4452,Same Day,8.21,2025-10-19T00:00:00.000000000,Delivered
1313,7153,Express,27.73,2024-10-21T00:00:00.000000000,Delayed
1314,7033,Same Day,49.97,2024-07-18T00:00:00.000000000,In Transit
1315,2107,Express,82.36,2025-09-28T00:00:00.000000000,Delayed
1316,777,Standard,59.2,2024-05-03T00:00:00.000000000,Delivered
1317,9436,Standard,78.24,2025-04-22T00:00:00.000000000,Delayed
1318,6785,Standard,77.69,2026-01-31T00:00:00.000000000,In Transit
1319,2125,Same Day,8.03,2026-06-29T00:00:00.000000000,In Transit
1320,1910,Same Day,39.41,2024-10-20T00:00:00.000000000,Delayed
1321,8794,Express,8.48,2026-06-08T00:00:00.000000000,Delivered
1322,1564,Express,83.9,2026-06-21T00:00:00.000000000,Delivered
1323,6377,Express,54.01,2025-12-11T00:00:00.000000000,In Transit
1324,6395,Standard,97.89,2026-05-24T00:00:00.000000000,Delayed
1325,1875,Same Day,95.06,2026-02-01T00:00:00.000000000,Delivered
1326,1419,Express,42.97,2026-08-24T00:00:00.000000000,In Transit
1327,9617,Same Day,88.58,2026-04-15T00:00:00.000000000,Delivered
1328,8943,Express,31.32,2025-01-24T00:00:00.000000000,Delayed
1329,5512,Same Day,31.93,2025-06-12T00:00:00.000000000,Delivered
1330,4536,Express,25.1,2025-12-01T00:00:00.000000000,Delayed
1331,3927,Express,87.52,2025-04-22T00:00:00.000000000,Delayed
1332,1555,Same Day,64.04,2026-07-20T00:00:00.000000000,Delivered
1333,6610,Same Day,7.53,2025-09-21T00:00:00.000000000,Delivered
1334,5494,Same Day,33.96,2026-11-10T00:00:00.000000000,Delivered
1335,3225,Same Day,31.38,2024-04-05T00:00:00.000000000,In Transit
1336,1695,Same Day,77.34,2025-09-01T00:00:00.000000000,In Transit
1337,6704,Same Day,83.12,2026-04-19T00:00:00.000000000,Delivered
1338,4045,Same Day,95.52,2026-02-24T00:00:00.000000000,Delivered
1339,7330,Same Day,28.74,2024-05-16T00:00:00.000000000,Delayed
1340,8208,Same Day,17.93,2026-03-08T00:00:00.000000000,Delivered
1341,7038,Express,89.46,2024-01-06T00:00:00.000000000,Delayed
1342,5516,Standard,78.22,2026-06-21T00:00:00.000000000,Delayed
1343,7987,Same Day,33.6,2026-10-08T00:00:00.000000000,Delivered
1344,9237,Standard,68.31,2025-01-10T00:00:00.000000000,In Transit
1345,1070,Same Day,27.92,2024-11-16T00:00:00.000000000,Delayed
1346,670,Express,52.88,2024-11-08T00:00:00.000000000,In Transit
1347,7942,Standard,17.0,2025-04-07T00:00:00.000000000,Delivered
1348,6571,Standard,54.19,2025-10-12T00:00:00.000000000,Delivered
1349,1949,Express,80.64,2026-12-04T00:00:00.000000000,Delayed
1350,1363,Express,55.85,2026-06-14T00:00:00.000000000,Delayed
1351,4637,Express,9.78,2026-01-16T00:00:00.000000000,In Transit
1352,6040,Standard,24.31,2024-11-29T00:00:00.000000000,Delayed
1353,9488,Same Day,15.41,2024-03-28T00:00:00.000000000,Delayed
1354,4804,Express,74.12,2025-01-10T00:00:00.000000000,Delayed
1355,9616,Express,62.53,2024-01-01T00:00:00.000000000,In Transit
1356,6443,Same Day,60.56,2025-07-26T00:00:00.000000000,Delivered
1357,5968,Express,26.49,2024-05-23T00:00:00.000000000,Delayed
1358,1795,Standard,49.21,2026-04-20T00:00:00.000000000,Delayed
1359,4270,Standard,5.12,2025-01-06T00:00:00.000000000,In Transit
1360,4508,Same Day,48.58,2026-02-23T00:00:00.000000000,Delivered
1361,1558,Same Day,38.37,2025-03-02T00:00:00.000000000,In Transit
1362,3044,Standard,74.81,2025-08-21T00:00:00.000000000,Delayed
1363,874,Same Day,66.43,2024-06-30T00:00:00.000000000,Delayed
1364,1278,Same Day,91.95,2024-07-28T00:00:00.000000000,Delivered
1365,3795,Same Day,49.69,2025-01-20T00:00:00.000000000,In Transit
1366,3971,Same Day,20.14,2025-07-14T00:00:00.000000000,In Transit
1367,2674,Standard,84.0,2026-10-28T00:00:00.000000000,In Transit
1368,8015,Express,98.88,2026-06-30T00:00:00.000000000,Delayed
1369,4980,Express,47.73,2026-09-21T00:00:00.000000000,In Transit
1370,7824,Express,16.27,2026-07-08T00:00:00.000000000,Delivered
1371,188,Standard,71.78,2024-04-19T00:00:00.000000000,Delayed
1372,4679,Same Day,91.88,2024-10-06T00:00:00.000000000,Delivered
1373,2867,Express,78.8,2026-01-29T00:00:00.000000000,Delivered
1374,5448,Express,70.68,2026-04-19T00:00:00.000000000,In Transit
1375,3587,Express,28.98,2025-12-05T00:00:00.000000000,In Transit
1376,3218,Express,77.18,2026-01-18T00:00:00.000000000,Delivered
1377,8583,Same Day,75.58,2025-08-14T00:00:00.000000000,In Transit
1378,839,Standard,40.19,2025-08-24T00:00:00.000000000,Delivered
1379,4137,Same Day,73.04,2024-09-15T00:00:00.000000000,In Transit
1380,464,Same Day,24.12,2024-04-23T00:00:00.000000000,In Transit
1381,9528,Same Day,73.94,2026-12-31T00:00:00.000000000,Delayed
1382,7649,Same Day,27.44,2026-10-11T00:00:00.000000000,Delayed
1383,4716,Same Day,68.14,2026-01-31T00:00:00.000000000,In Transit
1384,6497,Same Day,60.66,2026-01-28T00:00:00.000000000,In Transit
1385,7412,Standard,82.81,2024-03-15T00:00:00.000000000,In Transit
1386,4502,Same Day,81.41,2024-06-10T00:00:00.000000000,Delivered
1387,6772,Same Day,46.27,2024-08-17T00:00:00.000000000,Delivered
1388,8830,Same Day,85.56,2024-10-23T00:00:00.000000000,Delayed
1389,9234,Express,11.83,2024-02-04T00:00:00.000000000,Delivered
1390,9785,Express,71.67,2026-02-07T00:00:00.000000000,Delayed
1391,8245,Standard,8.21,2026-05-25T00:00:00.000000000,Delayed
1392,7011,Standard,80.23,2025-03-27T00:00:00.000000000,In Transit
1393,2482,Standard,26.95,2026-04-12T00:00:00.000000000,Delayed
1394,3833,Standard,70.43,2026-10-20T00:00:00.000000000,Delivered
1395,4339,Express,50.29,2025-07-15T00:00:00.000000000,In Transit
1396,3572,Standard,97.47,2024-01-04T00:00:00.000000000,Delivered
1397,8783,Standard,29.12,2026-04-29T00:00:00.000000000,Delivered
1398,4641,Same Day,78.72,2024-02-27T00:00:00.000000000,Delivered
1399,6914,Express,26.15,2025-06-20T00:00:00.000000000,Delayed
1400,1791,Standard,65.54,2026-03-28T00:00:00.000000000,Delivered
1401,1483,Same Day,63.63,2025-08-20T00:00:00.000000000,Delivered
1402,4533,Express,44.89,2025-09-24T00:00:00.000000000,Delayed
1403,5367,Express,97.44,2026-04-08T00:00:00.000000000,Delayed
1404,6868,Standard,97.56,2026-12-05T00:00:00.000000000,Delivered
1405,5792,Standard,33.84,2025-01-23T00:00:00.000000000,Delayed
1406,6237,Same Day,11.12,2026-06-11T00:00:00.000000000,Delivered
1407,5223,Express,43.0,2025-12-28T00:00:00.000000000,Delivered
1408,7223,Same Day,63.83,2026-06-02T00:00:00.000000000,Delayed
1409,8676,Standard,77.86,2026-09-17T00:00:00.000000000,In Transit
1410,4288,Standard,21.25,2026-03-30T00:00:00.000000000,Delivered
1411,3838,Same Day,10.89,2026-05-10T00:00:00.000000000,Delivered
1412,4121,Express,82.16,2025-07-11T00:00:00.000000000,In Transit
1413,5850,Standard,65.29,2024-09-16T00:00:00.000000000,Delivered
1414,9358,Same Day,21.54,2026-12-25T00:00:00.000000000,In Transit
1415,6549,Express,60.45,2024-05-04T00:00:00.000000000,In Transit
1416,1395,Same Day,65.3,2026-02-23T00:00:00.000000000,Delayed
1417,8486,Express,19.8,2026-08-02T00:00:00.000000000,In Transit
1418,7756,Express,48.39,2024-10-20T00:00:00.000000000,Delivered
1419,7592,Same Day,71.89,2024-06-10T00:00:00.000000000,In Transit
1420,3100,Standard,91.23,2025-01-19T00:00:00.000000000,Delayed
1421,7067,Same Day,50.2,2026-10-27T00:00:00.000000000,In Transit
1422,1338,Same Day,11.93,2024-03-18T00:00:00.000000000,In Transit
1423,7265,Express,76.07,2025-09-25T00:00:00.000000000,In Transit
1424,214,Standard,42.92,2025-01-05T00:00:00.000000000,Delivered
1425,184,Standard,83.36,2026-05-24T00:00:00.000000000,In Transit
1426,4321,Express,29.7,2024-03-27T00:00:00.000000000,In Transit
1427,2644,Standard,97.05,2026-10-27T00:00:00.000000000,Delivered
1428,1347,Express,7.52,2025-12-01T00:00:00.000000000,Delayed
1429,1490,Same Day,42.56,2026-07-08T00:00:00.000000000,In Transit
1430,9841,Express,22.69,2024-10-15T00:00:00.000000000,Delivered
1431,62,Standard,85.23,2024-03-06T00:00:00.000000000,Delivered
1432,5683,Express,67.24,2026-04-14T00:00:00.000000000,In Transit
1433,4010,Standard,6.35,2024-04-10T00:00:00.000000000,In Transit
1434,7942,Standard,42.15,2025-08-10T00:00:00.000000000,Delivered
1435,5842,Same Day,78.35,2024-04-29T00:00:00.000000000,In Transit
1436,1388,Standard,49.22,2026-04-20T00:00:00.000000000,In Transit
1437,6574,Same Day,82.51,2026-02-14T00:00:00.000000000,In Transit
1438,6339,Express,98.88,2025-01-09T00:00:00.000000000,In Transit
1439,6226,Express,73.56,2024-01-12T00:00:00.000000000,In Transit
1440,8065,Standard,84.6,2024-10-12T00:00:00.000000000,Delivered
1441,232,Standard,5.97,2026-06-13T00:00:00.000000000,In Transit
1442,5622,Standard,40.01,2024-03-03T00:00:00.000000000,In Transit
1443,6799,Same Day,85.72,2026-10-04T00:00:00.000000000,Delayed
1444,8870,Express,51.2,2026-03-25T00:00:00.000000000,Delivered
1445,4469,Standard,34.43,2025-10-20T00:00:00.000000000,In Transit
1446,8090,Same Day,28.9,2025-02-17T00:00:00.000000000,Delivered
1447,9159,Express,59.48,2025-09-30T00:00:00.000000000,In Transit
1448,2380,Standard,97.73,2025-10-25T00:00:00.000000000,In Transit
1449,255,Standard,79.41,2026-04-12T00:00:00.000000000,Delayed
1450,3003,Standard,70.53,2025-03-11T00:00:00.000000000,Delivered
1451,3637,Same Day,62.65,2026-03-31T00:00:00.000000000,In Transit
1452,1873,Same Day,25.65,2024-05-23T00:00:00.000000000,In Transit
1453,3809,Express,32.97,2026-06-22T00:00:00.000000000,Delivered
1454,7739,Standard,40.77,2024-01-25T00:00:00.000000000,In Transit
1455,6815,Same Day,49.42,2024-03-08T00:00:00.000000000,Delayed
1456,8530,Same Day,20.28,2026-03-04T00:00:00.000000000,In Transit
1457,5099,Standard,36.33,2025-07-19T00:00:00.000000000,Delivered
1458,186,Express,71.52,2024-01-01T00:00:00.000000000,Delayed
1459,7356,Same Day,69.09,2025-07-03T00:00:00.000000000,Delayed
1460,2870,Standard,9.72,2024-12-12T00:00:00.000000000,Delayed
1461,5167,Standard,58.92,2026-03-16T00:00:00.000000000,Delivered
1462,4882,Same Day,94.25,2024-08-11T00:00:00.000000000,Delayed
1463,8439,Express,98.04,2024-01-20T00:00:00.000000000,Delivered
1464,8578,Same Day,72.79,2024-03-19T00:00:00.000000000,Delivered
1465,1166,Same Day,20.8,2024-05-24T00:00:00.000000000,In Transit
1466,6764,Express,90.68,2026-03-30T00:00:00.000000000,In Transit
1467,5875,Express,64.14,2026-08-17T00:00:00.000000000,Delayed
1468,8776,Standard,32.62,2026-04-21T00:00:00.000000000,Delivered
1469,8478,Express,97.85,2025-02-07T00:00:00.000000000,Delivered
1470,7631,Same Day,59.85,2026-10-01T00:00:00.000000000,Delivered
1471,6792,Standard,96.89,2024-01-18T00:00:00.000000000,Delivered
1472,4383,Express,18.54,2026-05-30T00:00:00.000000000,Delayed
1473,8637,Same Day,56.06,2025-10-17T00:00:00.000000000,Delivered
1474,6599,Standard,35.91,2026-08-12T00:00:00.000000000,Delayed
1475,2166,Express,84.69,2025-08-14T00:00:00.000000000,In Transit
1476,4612,Standard,42.3,2025-07-20T00:00:00.000000000,In Transit
1477,1967,Same Day,96.67,2025-03-27T00:00:00.000000000,In Transit
1478,4052,Express,53.63,2026-11-05T00:00:00.000000000,Delivered
1479,124,Standard,63.71,2025-12-06T00:00:00.000000000,In Transit
1480,3647,Same Day,74.65,2025-06-30T00:00:00.000000000,Delivered
1481,544,Standard,85.55,2024-05-08T00:00:00.000000000,Delayed
1482,111,Same Day,50.11,2026-06-27T00:00:00.000000000,Delayed
1483,5172,Express,39.77,2024-08-24T00:00:00.000000000,Delivered
1484,2214,Standard,20.41,2026-10-17T00:00:00.000000000,Delayed
1485,3550,Express,52.65,2026-11-03T00:00:00.000000000,Delivered
1486,5147,Standard,35.4,2024-12-25T00:00:00.000000000,Delayed
1487,3908,Express,59.46,2025-07-23T00:00:00.000000000,Delayed
1488,6602,Same Day,40.31,2026-12-18T00:00:00.000000000,Delayed
1489,6342,Standard,57.17,2025-02-19T00:00:00.000000000,Delayed
1490,9575,Standard,66.93,2024-06-18T00:00:00.000000000,Delivered
1491,572,Same Day,81.28,2026-11-03T00:00:00.000000000,Delayed
1492,316,Standard,57.74,2026-03-13T00:00:00.000000000,Delivered
1493,8428,Same Day,45.03,2025-04-27T00:00:00.000000000,In Transit
1494,5076,Express,86.36,2026-05-24T00:00:00.000000000,Delayed
1495,73,Same Day,96.02,2025-09-22T00:00:00.000000000,Delivered
1496,3750,Standard,29.04,2026-09-06T00:00:00.000000000,Delivered
1497,5654,Express,26.63,2024-01-19T00:00:00.000000000,In Transit
1498,4572,Same Day,76.13,2025-02-13T00:00:00.000000000,Delivered
1499,1921,Express,54.79,2025-07-10T00:00:00.000000000,Delivered
1500,6515,Standard,30.2,2025-01-12T00:00:00.000000000,Delivered
1501,6721,Same Day,84.76,2024-06-13T00:00:00.000000000,Delayed
1502,2913,Express,7.14,2024-04-26T00:00:00.000000000,Delayed
1503,2336,Express,27.17,2025-10-06T00:00:00.000000000,In Transit
1504,2188,Express,74.88,2025-07-27T00:00:00.000000000,Delayed
1505,9454,Express,25.1,2026-03-16T00:00:00.000000000,Delayed
1506,6798,Same Day,95.05,2024-12-16T00:00:00.000000000,Delivered
1507,611,Same Day,69.44,2024-01-21T00:00:00.000000000,In Transit
1508,4764,Same Day,48.24,2024-01-14T00:00:00.000000000,In Transit
1509,7147,Express,38.94,2024-05-28T00:00:00.000000000,Delayed
1510,4398,Express,94.63,2026-12-22T00:00:00.000000000,Delayed
1511,2704,Standard,78.85,2024-01-07T00:00:00.000000000,Delayed
1512,1036,Standard,36.25,2026-10-31T00:00:00.000000000,Delivered
1513,1927,Express,66.78,2026-04-24T00:00:00.000000000,In Transit
1514,1578,Standard,75.43,2026-11-30T00:00:00.000000000,Delayed
1515,5913,Standard,13.72,2026-11-23T00:00:00.000000000,Delivered
1516,4508,Standard,7.05,2026-10-10T00:00:00.000000000,In Transit
1517,7993,Standard,35.21,2026-03-07T00:00:00.000000000,In Transit
1518,7386,Standard,20.62,2026-02-20T00:00:00.000000000,Delivered
1519,8633,Same Day,53.16,2026-07-06T00:00:00.000000000,In Transit
1520,2082,Standard,20.84,2024-06-11T00:00:00.000000000,Delivered
1521,6747,Same Day,47.01,2025-05-21T00:00:00.000000000,Delayed
1522,1003,Same Day,20.36,2026-10-02T00:00:00.000000000,Delivered
1523,9320,Standard,19.43,2026-02-18T00:00:00.000000000,In Transit
1524,478,Standard,45.56,2026-02-26T00:00:00.000000000,Delivered
1525,2321,Same Day,86.48,2025-11-21T00:00:00.000000000,Delivered
1526,790,Express,26.04,2024-07-20T00:00:00.000000000,Delivered
1527,6435,Standard,41.1,2026-07-25T00:00:00.000000000,Delivered
1528,493,Express,6.55,2026-07-15T00:00:00.000000000,Delivered
1529,2453,Express,65.53,2026-02-08T00:00:00.000000000,Delivered
1530,3229,Same Day,44.15,2025-02-19T00:00:00.000000000,In Transit
1531,1708,Standard,63.42,2025-02-18T00:00:00.000000000,Delivered
1532,6172,Express,96.97,2025-11-29T00:00:00.000000000,Delivered
1533,574,Standard,45.78,2025-07-04T00:00:00.000000000,Delayed
1534,5236,Same Day,61.51,2024-08-21T00:00:00.000000000,Delivered
1535,6469,Same Day,96.71,2025-12-23T00:00:00.000000000,Delivered
1536,1268,Express,6.01,2025-03-23T00:00:00.000000000,In Transit
1537,7160,Same Day,73.28,2025-11-30T00:00:00.000000000,Delivered
1538,7787,Express,30.07,2025-04-21T00:00:00.000000000,Delivered
1539,6631,Same Day,5.26,2025-01-12T00:00:00.000000000,In Transit
1540,9686,Same Day,58.83,2025-05-15T00:00:00.000000000,In Transit
1541,9793,Same Day,14.63,2024-01-25T00:00:00.000000000,Delayed
1542,3748,Express,40.32,2025-01-13T00:00:00.000000000,Delayed
1543,6200,Express,89.63,2024-04-05T00:00:00.000000000,In Transit
1544,8355,Express,16.84,2026-06-24T00:00:00.000000000,Delivered
1545,8488,Express,17.58,2026-06-23T00:00:00.000000000,Delayed
1546,7730,Express,89.87,2025-03-03T00:00:00.000000000,In Transit
1547,1781,Express,5.14,2024-05-23T00:00:00.000000000,Delayed
1548,7653,Express,76.09,2024-05-19T00:00:00.000000000,Delayed
1549,4627,Express,44.86,2026-05-26T00:00:00.000000000,In Transit
1550,8400,Same Day,55.8,2025-01-12T00:00:00.000000000,Delayed
1551,7543,Standard,60.43,2026-11-25T00:00:00.000000000,In Transit
1552,3565,Same Day,14.68,2025-07-04T00:00:00.000000000,Delayed
1553,7132,Express,95.44,2026-12-11T00:00:00.000000000,Delayed
1554,40,Same Day,86.76,2025-07-26T00:00:00.000000000,Delivered
1555,2736,Express,66.13,2024-10-01T00:00:00.000000000,In Transit
1556,545,Same Day,94.05,2024-04-05T00:00:00.000000000,Delivered
1557,8844,Same Day,96.23,2026-03-04T00:00:00.000000000,Delivered
1558,8670,Standard,11.66,2024-03-07T00:00:00.000000000,Delayed
1559,5552,Standard,45.31,2024-06-08T00:00:00.000000000,Delayed
1560,1831,Same Day,99.9,2026-03-23T00:00:00.000000000,Delivered
1561,8978,Express,34.94,2025-03-01T00:00:00.000000000,Delayed
1562,4701,Same Day,34.33,2025-02-01T00:00:00.000000000,In Transit
1563,9338,Standard,90.2,2024-03-28T00:00:00.000000000,In Transit
1564,3328,Standard,42.84,2024-04-28T00:00:00.000000000,Delayed
1565,5549,Express,50.44,2024-12-21T00:00:00.000000000,Delayed
1566,8507,Express,50.15,2025-12-17T00:00:00.000000000,In Transit
1567,3704,Same Day,68.5,2024-09-05T00:00:00.000000000,In Transit
1568,2552,Same Day,23.61,2024-09-06T00:00:00.000000000,Delayed
1569,7457,Same Day,87.05,2024-07-01T00:00:00.000000000,Delivered
1570,2177,Express,60.33,2026-09-11T00:00:00.000000000,Delivered
1571,7550,Standard,13.05,2026-12-21T00:00:00.000000000,Delayed
1572,4774,Same Day,16.42,2024-12-03T00:00:00.000000000,In Transit
1573,4262,Express,22.45,2024-05-20T00:00:00.000000000,Delivered
1574,8672,Express,12.51,2025-04-16T00:00:00.000000000,Delivered
1575,4178,Standard,21.35,2024-06-14T00:00:00.000000000,Delayed
1576,442,Same Day,45.64,2026-03-30T00:00:00.000000000,In Transit
1577,9965,Same Day,41.32,2026-06-19T00:00:00.000000000,In Transit
1578,832,Standard,74.01,2026-12-09T00:00:00.000000000,Delayed
1579,4465,Same Day,92.01,2024-06-07T00:00:00.000000000,Delivered
1580,617,Express,95.85,2025-03-09T00:00:00.000000000,Delivered
1581,7902,Standard,34.47,2025-03-27T00:00:00.000000000,Delayed
1582,8097,Same Day,81.77,2024-01-30T00:00:00.000000000,Delivered
1583,8613,Same Day,16.92,2026-01-07T00:00:00.000000000,In Transit
1584,6032,Same Day,77.03,2024-08-27T00:00:00.000000000,Delayed
1585,6399,Standard,68.1,2026-07-03T00:00:00.000000000,In Transit
1586,9757,Express,50.93,2026-01-11T00:00:00.000000000,In Transit
1587,564,Express,47.34,2024-12-05T00:00:00.000000000,In Transit
1588,9186,Standard,43.86,2024-05-01T00:00:00.000000000,In Transit
1589,3864,Standard,62.14,2026-10-09T00:00:00.000000000,In Transit
1590,989,Same Day,50.36,2024-01-01T00:00:00.000000000,Delayed
1591,7300,Express,17.66,2024-03-07T00:00:00.000000000,Delivered
1592,2813,Same Day,86.77,2025-04-19T00:00:00.000000000,In Transit
1593,3924,Standard,45.08,2025-07-16T00:00:00.000000000,Delayed
1594,7174,Standard,29.23,2025-03-13T00:00:00.000000000,In Transit
1595,3522,Standard,10.53,2024-10-06T00:00:00.000000000,Delivered
1596,8879,Standard,84.69,2025-06-22T00:00:00.000000000,Delayed
1597,1616,Same Day,55.28,2025-07-02T00:00:00.000000000,Delivered
1598,2296,Standard,95.53,2025-02-04T00:00:00.000000000,Delayed
1599,1713,Standard,51.86,2025-04-21T00:00:00.000000000,Delayed
1600,6736,Same Day,92.46,2026-10-05T00:00:00.000000000,In Transit
1601,898,Same Day,45.34,2026-03-02T00:00:00.000000000,Delivered
1602,3500,Same Day,39.58,2025-03-09T00:00:00.000000000,Delayed
1603,4421,Standard,40.11,2024-04-02T00:00:00.000000000,Delayed
1604,9268,Express,27.01,2024-05-31T00:00:00.000000000,Delayed
1605,3701,Express,8.7,2025-08-29T00:00:00.000000000,Delayed
1606,5505,Express,5.62,2024-07-16T00:00:00.000000000,Delivered
1607,5382,Express,48.74,2026-04-30T00:00:00.000000000,Delivered
1608,3762,Express,55.43,2026-03-21T00:00:00.000000000,Delivered
1609,4413,Standard,87.41,2025-11-14T00:00:00.000000000,Delayed
1610,8515,Express,52.39,2024-10-01T00:00:00.000000000,In Transit
1611,6280,Standard,17.0,2024-11-04T00:00:00.000000000,Delivered
1612,1892,Standard,84.33,2026-10-13T00:00:00.000000000,Delivered
1613,2811,Standard,39.08,2024-04-17T00:00:00.000000000,Delivered
1614,1769,Same Day,17.59,2025-08-17T00:00:00.000000000,Delayed
1615,172,Standard,50.74,2025-09-04T00:00:00.000000000,In Transit
1616,4234,Same Day,12.97,2024-02-21T00:00:00.000000000,In Transit
1617,4394,Standard,22.02,2024-11-04T00:00:00.000000000,In Transit
1618,6690,Standard,32.94,2024-11-08T00:00:00.000000000,In Transit
1619,47,Express,57.87,2026-09-02T00:00:00.000000000,In Transit
1620,9527,Same Day,34.88,2025-04-30T00:00:00.000000000,In Transit
1621,6525,Standard,54.71,2025-08-18T00:00:00.000000000,Delayed
1622,3827,Express,67.79,2024-06-26T00:00:00.000000000,In Transit
1623,1785,Standard,26.18,2024-02-29T00:00:00.000000000,In Transit
1624,7010,Express,10.63,2025-01-14T00:00:00.000000000,Delayed
1625,3216,Express,68.85,2026-10-18T00:00:00.000000000,Delayed
1626,708,Same Day,66.15,2024-12-03T00:00:00.000000000,Delivered
1627,177,Express,19.84,2025-05-02T00:00:00.000000000,Delivered
1628,5504,Standard,7.43,2026-03-12T00:00:00.000000000,Delivered
1629,7288,Standard,65.07,2024-08-12T00:00:00.000000000,Delivered
1630,1652,Standard,9.85,2024-04-15T00:00:00.000000000,Delayed
1631,4379,Standard,82.52,2024-04-08T00:00:00.000000000,Delayed
1632,5465,Same Day,51.02,2026-12-03T00:00:00.000000000,In Transit
1633,3042,Same Day,65.19,2024-05-23T00:00:00.000000000,Delayed
1634,670,Standard,27.45,2026-07-11T00:00:00.000000000,Delivered
1635,8827,Standard,28.05,2026-04-15T00:00:00.000000000,Delayed
1636,7166,Express,53.27,2024-05-17T00:00:00.000000000,In Transit
1637,1450,Same Day,91.36,2026-09-30T00:00:00.000000000,Delivered
1638,6714,Express,72.57,2024-05-30T00:00:00.000000000,In Transit
1639,4708,Express,11.57,2026-02-11T00:00:00.000000000,In Transit
1640,1723,Same Day,24.64,2026-12-23T00:00:00.000000000,In Transit
1641,6727,Express,90.2,2025-05-18T00:00:00.000000000,Delayed
1642,3088,Same Day,31.6,2025-02-20T00:00:00.000000000,Delayed
1643,9554,Express,7.7,2024-10-12T00:00:00.000000000,In Transit
1644,4632,Express,44.28,2025-12-01T00:00:00.000000000,Delivered
1645,7605,Same Day,26.95,2024-11-25T00:00:00.000000000,Delivered
1646,7789,Express,10.16,2025-06-20T00:00:00.000000000,Delayed
1647,5243,Express,63.6,2025-12-28T00:00:00.000000000,Delayed
1648,1897,Standard,46.94,2024-01-12T00:00:00.000000000,Delayed
1649,2949,Same Day,90.04,2026-07-15T00:00:00.000000000,In Transit
1650,580,Same Day,87.4,2024-12-10T00:00:00.000000000,Delayed
1651,3621,Standard,29.04,2024-05-04T00:00:00.000000000,Delivered
1652,5673,Express,18.63,2025-07-08T00:00:00.000000000,Delivered
1653,3882,Same Day,6.33,2025-03-23T00:00:00.000000000,In Transit
1654,8930,Express,25.49,2024-03-18T00:00:00.000000000,Delivered
1655,2472,Express,86.62,2024-07-15T00:00:00.000000000,Delivered
1656,7714,Same Day,93.05,2025-08-09T00:00:00.000000000,Delayed
1657,1472,Standard,84.61,2024-10-15T00:00:00.000000000,Delivered
1658,9800,Standard,7.48,2026-10-25T00:00:00.000000000,Delivered
1659,9063,Standard,91.44,2024-07-31T00:00:00.000000000,Delayed
1660,1744,Standard,42.89,2025-06-11T00:00:00.000000000,Delayed
1661,8559,Express,97.43,2025-04-27T00:00:00.000000000,Delivered
1662,8997,Standard,15.95,2024-11-20T00:00:00.000000000,Delayed
1663,7204,Same Day,5.82,2026-11-29T00:00:00.000000000,Delayed
1664,4168,Standard,92.99,2024-06-18T00:00:00.000000000,In Transit
1665,6992,Standard,56.8,2024-06-14T00:00:00.000000000,In Transit
1666,7307,Standard,55.19,2026-07-13T00:00:00.000000000,In Transit
